phase,is_winner,avg_dot_pct,avg_singles_pct,avg_boundaries_pct,avg_boundaries_fl_pct,avg_economy_rate
Death,False,51.38026836909618,30.046698587219957,4.332919548383283,1.3477566944493704,75.3679730448661
Death,True,43.966433566433565,32.9006993006993,6.662937062937063,2.1594405594405592,93.72307692307692
Middle,False,67.80401539581817,18.41256631644648,3.7044742651733187,1.1304136759249628,52.18049631864258
Middle,True,62.4990745996101,20.195938109221924,5.4413542926239415,1.7224785924043136,65.26417096463737
Powerplay,False,70.5031055900621,12.24223602484472,3.518633540372671,1.1614906832298137,49.26086956521739
Powerplay,True,68.61940901017277,12.165347973518488,4.39851445180042,1.346681737445503,55.33344098175359
